bet_id,recommended_at,date,gamePk,matchup,first_pitch,market,side,line,book,price,fair_prob,fair_american,edge_pred,confidence,units_risked,status,units_pl,final_runs_h,final_runs_a,f5_runs,first_inn_runs,settled_at,player_id,player_name,actual_result,closing_price,closing_fair_prob,clv_pct,beat_close,notes
57,2026-04-26T17:30:53.054489Z,2026-04-26,823068,Seattle Mariners @ St. Louis Cardinals,2026-04-26T18:15:00Z,moneyline,home,,fanduel,114,0.5460,-120,0.1684,6,0.5,lost,-0.5000,2,3,2,0,2026-04-27T17:13:55.695929Z,,,,,,,,
58,2026-04-26T17:30:53.054489Z,2026-04-26,823637,Colorado Rockies @ New York Mets,2026-04-26T17:45:00Z,moneyline,away,,draftkings,209,0.4510,122,0.3936,6,0.5,won,1.0450,0,3,3,0,2026-04-27T17:13:55.695929Z,,,,,,,,
59,2026-04-26T17:30:53.054489Z,2026-04-26,823959,Chicago Cubs @ Los Angeles Dodgers,2026-04-26T20:10:00Z,total,under,9.0,fanduel,-110,0.5968,-148,0.1393,6,0.5,won,0.4545,6,0,3,3,2026-04-27T17:13:55.695929Z,,,,,,,,
60,2026-04-26T17:30:53.054489Z,2026-04-26,824852,Boston Red Sox @ Baltimore Orioles,2026-04-26T17:35:00Z,total,over,7.5,draftkings,-105,0.6862,-219,0.3396,6,0.5,won,0.4762,3,5,4,0,2026-04-27T17:13:55.695929Z,,,,,,,,
61,2026-04-26T17:30:53.054489Z,2026-04-26,824934,Philadelphia Phillies @ Atlanta Braves,2026-04-26T17:35:00Z,moneyline,away,,betmgm,185,0.4635,116,0.3210,6,0.5,lost,-0.5000,6,2,6,3,2026-04-27T17:13:55.695929Z,,,,,,,,
62,2026-04-26T17:30:53.054489Z,2026-04-26,825094,San Diego Padres @ Arizona Diamondbacks,2026-04-26T20:05:00Z,moneyline,home,,fanduel,114,0.5190,-108,0.1107,6,0.5,won,0.5700,12,7,7,0,2026-04-27T17:13:55.695929Z,,,,,,,,
63,2026-04-26T17:39:35.435779Z,2026-04-26,823635,Colorado Rockies @ New York Mets,2026-04-26T17:40:00Z,moneyline,away,,fanduel,220,0.4510,122,0.4432,6,0.5,won,1.1000,1,3,2,0,2026-04-27T17:13:55.695929Z,,,,,,,,
64,2026-04-26T17:39:35.435779Z,2026-04-26,823637,Colorado Rockies @ New York Mets,2026-04-26T17:45:00Z,moneyline,away,,fanduel,220,0.4625,116,0.4800,6,0.5,won,1.1000,0,3,3,0,2026-04-27T17:13:55.695929Z,,,,,,,,
65,2026-04-26T17:39:35.435779Z,2026-04-26,824934,Philadelphia Phillies @ Atlanta Braves,2026-04-26T17:35:00Z,moneyline,away,,fanduel,200,0.4635,116,0.3905,6,0.5,lost,-0.5000,6,2,6,3,2026-04-27T17:13:55.695929Z,,,,,,,,
66,2026-04-26T17:47:18.800272Z,2026-04-26,824612,Washington Nationals @ Chicago White Sox,2026-04-26T18:10:00Z,total,over,7.5,draftkings,-102,0.6897,-222,0.3659,6,0.5,lost,-0.5000,1,2,0,0,2026-04-27T17:13:55.695929Z,,,,,,,,
67,2026-04-26T17:47:18.800272Z,2026-04-26,824934,Philadelphia Phillies @ Atlanta Braves,2026-04-26T17:35:00Z,moneyline,away,,draftkings,364,0.4900,104,1.2736,6,0.5,lost,-0.5000,6,2,6,3,2026-04-27T17:13:55.695929Z,,,,,,,,
68,2026-04-27T17:16:40.926595Z,2026-04-27,822906,New York Yankees @ Texas Rangers,2026-04-28T00:05:00Z,moneyline,home,,fanduel,142,0.5580,-126,0.3504,6,0.5,lost,-0.5000,2,4,4,0,2026-04-28T17:27:24.894996Z,,,,,,,,
69,2026-04-27T17:16:40.926595Z,2026-04-27,823311,Chicago Cubs @ San Diego Padres,2026-04-28T01:40:00Z,total,over,7.5,draftkings,-112,0.6083,-155,0.1515,6,0.5,won,0.4464,9,7,11,3,2026-04-28T17:27:24.894996Z,,,,,,,,
70,2026-04-27T17:16:40.926595Z,2026-04-27,823719,Seattle Mariners @ Minnesota Twins,2026-04-27T23:40:00Z,moneyline,home,,fanduel,112,0.5490,-122,0.1639,6,0.5,won,0.5600,11,4,9,0,2026-04-28T17:27:24.894996Z,,,,,,,,
71,2026-04-27T17:16:40.926595Z,2026-04-27,823961,Miami Marlins @ Los Angeles Dodgers,2026-04-28T02:10:00Z,moneyline,away,,draftkings,248,0.4990,100,0.7365,6,0.5,lost,-0.5000,5,4,6,2,2026-04-28T17:27:24.894996Z,,,,,,,,
72,2026-04-27T17:16:40.926595Z,2026-04-27,824446,Tampa Bay Rays @ Cleveland Guardians,2026-04-27T22:10:00Z,total,over,8.0,betmgm,-115,0.6150,-160,0.1499,6,0.5,lost,-0.5000,2,3,2,0,2026-04-28T17:27:24.894996Z,,,,,,,,
73,2026-04-28T17:33:46.129573Z,2026-04-28,822823,Boston Red Sox @ Toronto Blue Jays,2026-04-28T23:07:00Z,moneyline,away,,fanduel,-102,0.5326,-114,0.0548,9,1.0,lost,-1.0000,3,0,3,0,2026-04-30T16:09:20.142697Z,,,,,,,,
74,2026-04-30T16:13:17.915252Z,2026-04-30,823471,San Francisco Giants @ Philadelphia Phillies,2026-04-30T21:35:00Z,moneyline,away,,draftkings,123,0.4785,109,0.0671,6,0.5,lost,-0.5000,6,5,6,2,2026-05-01T15:39:10.912663Z,,,,,,,,
75,2026-04-30T16:13:17.915252Z,2026-04-30,824524,Colorado Rockies @ Cincinnati Reds,2026-04-30T16:40:00Z,moneyline,away,,betmgm,140,0.4332,131,0.0397,7,0.5,lost,-0.5000,6,4,5,2,2026-05-01T15:39:10.912663Z,,,,,,,,
76,2026-04-30T16:13:17.915252Z,2026-04-30,824929,Detroit Tigers @ Atlanta Braves,2026-04-30T16:15:00Z,moneyline,home,,fanduel,-122,0.5882,-143,0.0703,10,1.5,lost,-1.5000,2,5,2,0,2026-05-01T15:39:10.912663Z,,,,,,,,
77,2026-04-30T17:08:34.998560Z,2026-04-30,823472,San Francisco Giants @ Philadelphia Phillies,2026-04-30T16:35:00Z,moneyline,home,,draftkings,127,0.4929,103,0.1189,6,0.5,won,0.6350,3,2,3,3,2026-05-01T15:39:10.912663Z,,,,,,,,
78,2026-04-30T17:08:34.998560Z,2026-04-30,824850,Houston Astros @ Baltimore Orioles,2026-04-30T16:40:00Z,moneyline,home,,fanduel,-140,0.6090,-156,0.0440,6,0.5,lost,-0.5000,5,11,14,5,2026-05-01T15:39:10.912663Z,,,,,,,,
79,2026-04-30T17:08:34.998560Z,2026-04-30,824929,Detroit Tigers @ Atlanta Braves,2026-04-30T16:15:00Z,total,over,7.5,betmgm,110,0.5134,-106,0.0782,6,0.5,lost,-0.5000,2,5,2,0,2026-05-01T15:39:10.912663Z,,,,,,,,
80,2026-05-01T15:45:59.123177Z,2026-05-01,823557,Baltimore Orioles @ New York Yankees,2026-05-01T23:05:00Z,moneyline,home,,betmgm,-175,0.6660,-199,0.0466,8,1.0,won,0.5714,7,2,6,1,2026-05-02T15:32:12.877851Z,,,,,,,,
81,2026-05-01T15:45:59.123177Z,2026-05-01,824772,Houston Astros @ Boston Red Sox,2026-05-01T23:10:00Z,moneyline,home,,fanduel,-120,0.5700,-133,0.0450,7,0.5,won,0.4167,3,1,4,0,2026-05-02T15:32:12.877851Z,,,,,,,,
82,2026-05-01T16:44:07.112101Z,2026-05-01,823713,Toronto Blue Jays @ Minnesota Twins,2026-05-02T00:10:00Z,moneyline,away,,betmgm,-105,0.5326,-114,0.0398,7,0.5,won,0.4762,3,7,8,0,2026-05-02T15:32:12.877851Z,,,,,,,,
83,2026-05-02T15:34:50.666872Z,2026-05-02,823876,Philadelphia Phillies @ Miami Marlins,2026-05-02T20:10:00Z,total,over,8.5,betmgm,100,0.5335,-114,0.0671,6,0.5,lost,-0.5000,4,0,3,0,2026-05-03T15:30:43.553001Z,,,,,,,,
84,2026-05-02T15:34:50.666872Z,2026-05-02,825014,Cleveland Guardians @ Athletics,2026-05-02T20:05:00Z,moneyline,away,,draftkings,119,0.4750,111,0.0402,7,0.5,won,0.5950,6,14,9,2,2026-05-03T15:30:43.553001Z,,,,,,,,
85,2026-05-02T16:32:26.967880Z,2026-05-02,823308,Chicago White Sox @ San Diego Padres,2026-05-03T00:40:00Z,moneyline,away,,fanduel,154,0.4058,146,0.0307,6,0.5,won,0.7700,0,4,0,0,2026-05-03T15:30:43.553001Z,,,,,,,,
86,2026-05-03T15:34:20.385162Z,2026-05-03,822987,San Francisco Giants @ Tampa Bay Rays,2026-05-03T17:40:00Z,moneyline,home,,betmgm,-120,0.5627,-129,0.0316,6,0.5,won,0.4167,2,1,1,1,2026-05-04T16:22:45.781971Z,,,,,,,,
87,2026-05-03T15:34:20.385162Z,2026-05-03,823307,Chicago White Sox @ San Diego Padres,2026-05-03T20:10:00Z,moneyline,away,,draftkings,159,0.4006,150,0.0376,7,0.5,lost,-0.5000,4,3,4,0,2026-05-04T16:22:45.781971Z,,,,,,,,
88,2026-05-03T16:36:44.446917Z,2026-05-03,824769,Houston Astros @ Boston Red Sox,2026-05-03T17:35:00Z,moneyline,home,,fanduel,-180,0.6653,-199,0.0349,7,0.5,lost,-0.5000,1,3,1,0,2026-05-04T16:22:45.781971Z,,,,,,,,
89,2026-05-04T16:27:13.589664Z,2026-05-04,824039,Chicago White Sox @ Los Angeles Angels,2026-05-05T01:38:00Z,moneyline,away,,betmgm,140,0.4338,131,0.0411,6,0.5,won,0.7000,0,6,5,2,2026-05-05T16:21:22.773399Z,,,,,,,,
90,2026-05-05T16:24:01.295497Z,2026-05-05,823142,Atlanta Braves @ Seattle Mariners,2026-05-06T01:40:00Z,moneyline,away,,fanduel,116,0.4793,109,0.0353,7,0.5,won,0.5800,2,3,4,0,2026-05-06T16:18:20.768227Z,,,,,,,,
91,2026-05-05T16:24:01.295497Z,2026-05-05,824682,Cincinnati Reds @ Chicago Cubs,2026-05-05T23:40:00Z,moneyline,home,,fanduel,-158,0.6340,-173,0.0353,7,0.5,won,0.3165,3,2,1,1,2026-05-06T16:18:20.768227Z,,,,,,,,
92,2026-05-06T16:21:02.160888Z,2026-05-06,824198,Los Angeles Dodgers @ Houston Astros,2026-05-06T18:10:00Z,moneyline,away,,fanduel,-215,0.7110,-246,0.0417,8,0.5,won,0.2326,2,12,11,1,2026-05-07T16:27:04.570215Z,,,,,,,,
93,2026-05-06T16:21:02.160888Z,2026-05-06,824361,New York Mets @ Colorado Rockies,2026-05-07T01:20:00Z,total,under,9.5,fanduel,-106,0.5385,-117,0.0466,6,0.5,lost,-0.5000,5,10,4,1,2026-05-07T16:27:04.570215Z,,,,,,,,
94,2026-05-06T16:21:02.160888Z,2026-05-06,825091,Pittsburgh Pirates @ Arizona Diamondbacks,2026-05-07T01:40:00Z,moneyline,home,,fanduel,112,0.4887,105,0.0360,7,0.5,lost,-0.5000,0,1,1,1,2026-05-07T16:27:04.570215Z,,,,,,,,
95,2026-05-07T17:27:43.732782Z,2026-05-07,823551,Texas Rangers @ New York Yankees,2026-05-07T16:35:00Z,moneyline,home,,fanduel,-265,0.7814,-357,0.0763,9,1.5,won,0.5660,9,2,3,1,2026-05-08T16:03:44.754740Z,,,,,,,,
96,2026-05-09T15:42:45.016916Z,2026-05-09,824523,Houston Astros @ Cincinnati Reds,2026-05-09T20:10:00Z,moneyline,away,,fanduel,136,0.4596,118,0.0847,10,1.5,lost,-1.5000,3,1,4,0,2026-05-10T15:37:03.746887Z,,,,,,,,
97,2026-05-09T15:42:45.016916Z,2026-05-09,824766,Tampa Bay Rays @ Boston Red Sox,2026-05-09T20:10:00Z,moneyline,away,,draftkings,129,0.4509,122,0.0326,6,0.5,void,0.0000,,,,,2026-05-26T04:21:31.634773Z,,,,,,,," auto-void: 16d past first pitch, game not Final (likely postponed)"
98,2026-05-09T15:42:45.016916Z,2026-05-09,825089,New York Mets @ Arizona Diamondbacks,2026-05-09T23:15:00Z,moneyline,home,,fanduel,-102,0.5237,-110,0.0371,7,0.5,won,0.4902,2,1,3,0,2026-05-10T15:37:03.746887Z,,,,,,,,
99,2026-05-10T16:39:21.831168Z,2026-05-10,823868,Washington Nationals @ Miami Marlins,2026-05-10T16:15:00Z,moneyline,away,,fanduel,130,0.4780,109,0.0994,9,1.5,lost,-1.5000,5,2,4,0,2026-05-11T17:13:07.447015Z,,,,,,,,
100,2026-05-10T16:39:21.831168Z,2026-05-10,824440,Minnesota Twins @ Cleveland Guardians,2026-05-10T17:40:00Z,moneyline,home,,fanduel,-162,0.6422,-179,0.0386,7,0.5,lost,-0.5000,4,5,7,0,2026-05-11T17:13:07.447015Z,,,,,,,,
101,2026-05-10T16:39:21.831168Z,2026-05-10,824520,Houston Astros @ Cincinnati Reds,2026-05-10T17:40:00Z,moneyline,away,,draftkings,100,0.5297,-113,0.0594,8,1.0,lost,-1.0000,5,0,4,0,2026-05-11T17:13:07.447015Z,,,,,,,,
102,2026-05-12T16:59:16.283005Z,2026-05-12,823712,Miami Marlins @ Minnesota Twins,2026-05-12T23:40:00Z,moneyline,away,,fanduel,-102,0.5242,-110,0.0381,7,0.5,lost,-0.5000,3,0,3,0,2026-05-13T17:02:28.630075Z,,,,,,,,
103,2026-05-13T17:06:40.359941Z,2026-05-13,822900,Arizona Diamondbacks @ Texas Rangers,2026-05-14T00:05:00Z,moneyline,away,,betmgm,-102,0.5214,-109,0.0326,6,0.5,lost,-0.5000,6,5,3,0,2026-05-14T16:33:33.851233Z,,,,,,,,
